EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Value_of_Employee,Overall_Sentiment,Importance_Level,Eligible_For_Hike,Recommended_Hike_pct,New_MonthlyIncome
547,29,0,2,2,10,3,1,8,3,2,2642,1,0,3,1,6,3,1,0,0,0,6.02,NEUTRAL,Less Valuable,No,0.0,2642.0
548,42,1,1,1,19,3,1,6,3,0,2759,6,1,4,7,2,3,2,2,2,2,7.24,NEUTRAL,Very Important,Yes,15.7,3192.163
549,43,0,1,2,15,4,1,7,4,1,6804,3,0,3,7,5,3,2,2,2,2,6.6,NEUTRAL,Less Valuable,No,0.0,6804.0
550,34,0,2,1,8,2,0,0,3,2,6142,3,0,4,10,2,3,5,1,4,3,6.08,NEUTRAL,Less Valuable,No,0.0,6142.0
551,23,0,2,1,9,2,1,2,1,1,2500,1,0,4,5,2,4,4,3,0,2,5.0,NEUTRAL,Not Valuable,No,0.0,2500.0
552,39,0,2,0,3,3,0,1,2,1,6389,9,0,3,12,3,1,8,3,3,6,5.32,NEUTRAL,Not Valuable,No,0.0,6389.0
553,56,0,2,1,9,3,1,0,4,1,11103,7,0,3,30,1,2,10,7,1,1,6.45,NEUTRAL,Less Valuable,No,0.0,11103.0
554,40,0,2,1,2,4,0,6,4,2,2342,0,1,4,5,2,2,4,2,2,3,8.49,NEUTRAL,Very Important,No,0.0,2342.0
555,27,0,2,1,7,4,0,0,1,2,6811,8,0,1,9,2,1,7,6,0,7,4.16,NEUTRAL,Not Valuable,No,0.0,6811.0
556,29,0,2,2,10,4,1,8,2,0,2297,1,0,4,2,2,3,2,2,2,2,6.09,NEUTRAL,Less Valuable,No,0.0,2297.0
557,53,0,2,1,6,4,1,2,4,2,2450,2,0,4,19,4,3,2,2,2,2,7.52,NEUTRAL,Very Important,No,0.0,2450.0
558,35,0,0,1,2,4,0,0,1,0,5093,2,0,1,16,2,4,1,0,0,0,3.49,NEUTRAL,Not Valuable,No,0.0,5093.0
559,32,0,1,1,24,1,1,2,4,1,5309,1,0,4,10,2,3,10,8,4,7,5.64,NEUTRAL,Not Valuable,No,0.0,5309.0
560,38,0,2,1,2,4,1,6,3,1,3057,6,1,2,6,0,1,1,0,0,1,6.44,NEUTRAL,Less Valuable,No,0.0,3057.0
561,34,0,2,1,8,2,0,4,1,0,5121,3,0,3,7,3,3,0,0,0,0,4.42,NEUTRAL,Not Valuable,No,0.0,5121.0
562,52,0,2,2,3,3,1,3,1,1,16856,1,0,1,34,3,4,34,6,1,16,6.14,NEUTRAL,Less Valuable,No,0.0,16856.0
563,33,1,2,1,1,4,1,6,4,2,2686,1,1,3,10,2,2,10,9,7,8,8.61,NEUTRAL,Very Important,Yes,23.77,3324.4622
564,25,0,2,2,26,3,0,7,4,2,6180,1,0,2,6,5,2,6,5,1,4,6.08,NEUTRAL,Less Valuable,No,0.0,6180.0
565,45,0,2,2,2,2,1,8,3,2,6632,0,0,1,9,3,3,8,7,3,1,4.81,NEUTRAL,Not Valuable,No,0.0,6632.0
566,23,0,2,1,10,1,1,6,3,2,3505,1,0,4,2,3,3,2,2,0,2,5.3,NEUTRAL,Not Valuable,No,0.0,3505.0
567,47,1,1,2,27,2,0,7,3,2,6397,4,1,4,8,2,3,5,4,1,3,6.98,NEUTRAL,Less Valuable,Yes,8.0,6908.76
568,34,0,2,2,2,4,1,7,4,2,6274,1,0,3,6,5,3,6,5,1,4,7.26,NEUTRAL,Very Important,No,0.0,6274.0
569,55,1,2,1,2,4,1,3,1,1,19859,5,1,4,24,2,3,5,2,1,4,8.37,NEUTRAL,Very Important,Yes,17.5,23334.325
570,36,0,0,2,8,1,1,7,1,2,7587,1,0,2,10,1,3,10,7,0,9,2.61,NEUTRAL,Not Valuable,No,0.0,7587.0
571,52,0,0,1,19,4,1,6,4,1,4258,0,0,1,5,3,3,4,3,1,2,4.68,NEUTRAL,Not Valuable,No,0.0,4258.0
572,26,0,1,1,1,1,0,2,4,0,4364,3,0,1,5,2,3,2,2,2,0,3.77,NEUTRAL,Not Valuable,No,0.0,4364.0
573,29,0,2,1,27,2,0,0,3,1,4335,4,0,1,11,3,2,8,7,1,1,4.37,NEUTRAL,Not Valuable,No,0.0,4335.0
574,26,1,2,2,8,4,1,7,1,2,5326,6,0,3,6,2,2,4,3,1,2,5.05,NEUTRAL,Not Valuable,No,0.0,5326.0
575,34,0,2,1,1,2,0,6,4,2,3280,2,0,3,10,2,3,4,2,1,3,5.84,NEUTRAL,Less Valuable,No,0.0,3280.0
576,54,0,2,1,19,4,0,4,1,0,5485,9,1,2,9,4,3,5,3,1,4,6.97,NEUTRAL,Less Valuable,No,0.0,5485.0
577,27,0,1,2,8,3,1,7,4,1,4342,0,0,2,5,3,3,4,2,1,1,5.25,NEUTRAL,Not Valuable,No,0.0,4342.0
578,37,0,2,1,10,4,0,6,1,0,2782,0,1,2,6,3,2,5,3,4,3,6.5,NEUTRAL,Less Valuable,No,0.0,2782.0
579,38,0,1,1,2,1,0,4,1,2,5980,6,1,4,17,2,3,15,7,4,12,6.3,NEUTRAL,Less Valuable,No,0.0,5980.0
580,34,0,2,1,2,3,0,6,1,2,4381,1,0,3,6,3,3,6,5,1,3,5.05,NEUTRAL,Not Valuable,No,0.0,4381.0
581,35,0,2,2,8,1,0,8,4,1,2572,1,0,2,3,1,2,3,2,0,2,4.31,NEUTRAL,Not Valuable,No,0.0,2572.0
582,30,0,2,1,1,4,1,2,3,1,3833,3,0,3,7,2,3,2,2,0,2,6.15,NEUTRAL,Less Valuable,No,0.0,3833.0
583,40,0,1,1,2,3,0,0,2,1,4244,1,0,4,8,2,3,8,7,3,7,5.48,NEUTRAL,Not Valuable,No,0.0,4244.0
584,34,0,2,2,8,3,0,7,1,1,6500,5,0,2,6,1,3,3,2,1,2,4.35,NEUTRAL,Not Valuable,No,0.0,6500.0
585,42,0,1,1,8,2,1,3,4,0,18430,1,0,2,24,4,2,24,7,14,9,6.57,NEUTRAL,Less Valuable,No,0.0,18430.0
586,23,1,2,1,6,3,1,2,1,1,1601,1,1,3,1,2,3,0,0,0,0,6.18,NEUTRAL,Less Valuable,Yes,11.87,1791.0387
587,24,0,0,1,9,3,1,2,2,0,2694,1,0,3,1,4,3,1,0,0,0,4.05,NEUTRAL,Not Valuable,No,0.0,2694.0
588,52,0,2,1,11,4,0,2,3,1,3149,8,0,2,9,3,3,5,2,1,4,6.0,NEUTRAL,Less Valuable,No,0.0,3149.0
589,50,0,2,1,2,3,1,5,3,1,17639,5,0,4,30,3,3,4,3,0,3,7.21,NEUTRAL,Very Important,No,0.0,17639.0
590,29,1,2,1,1,2,0,2,1,1,2319,1,1,4,1,1,3,1,0,0,0,6.08,NEUTRAL,Less Valuable,Yes,10.64,2565.7416000000003
591,33,0,2,1,7,3,1,5,3,1,11691,0,0,4,14,3,4,13,9,3,7,7.42,NEUTRAL,Very Important,No,0.0,11691.0
592,33,1,2,2,16,1,0,7,1,2,5324,5,0,3,6,3,3,3,2,0,2,4.08,NEUTRAL,Not Valuable,No,0.0,5324.0
593,47,0,2,1,2,3,0,3,4,1,16752,1,1,3,26,3,2,26,14,3,0,8.78,NEUTRAL,Very Important,No,0.0,16752.0
594,36,0,2,1,1,3,0,4,2,1,5228,0,0,1,10,2,3,9,7,0,5,4.65,NEUTRAL,Not Valuable,No,0.0,5228.0
595,29,0,2,1,23,3,1,6,3,1,2700,1,0,3,10,3,3,10,7,0,7,6.11,NEUTRAL,Less Valuable,No,0.0,2700.0
596,58,1,2,1,2,4,1,5,2,2,19246,7,1,4,40,2,3,31,15,13,8,10.0,NEUTRAL,Very Important,Yes,29.5,24923.57
597,35,0,2,1,1,4,0,6,3,2,2506,3,0,3,7,0,3,2,2,2,2,5.92,NEUTRAL,Less Valuable,No,0.0,2506.0
598,42,0,2,1,1,4,0,4,4,1,6062,9,1,4,8,4,3,4,3,0,2,9.12,NEUTRAL,Very Important,No,0.0,6062.0
599,28,1,2,1,2,3,1,6,3,2,4382,6,0,4,5,3,2,2,2,2,1,6.03,NEUTRAL,Less Valuable,Yes,8.55,4756.660999999999
600,36,0,2,0,13,3,1,1,2,1,2143,4,0,2,8,2,3,5,2,0,4,4.86,NEUTRAL,Not Valuable,No,0.0,2143.0
601,32,0,2,1,4,3,0,4,3,1,6162,1,0,3,14,3,3,14,13,6,8,6.65,NEUTRAL,Less Valuable,No,0.0,6162.0
602,40,0,1,1,16,1,1,2,3,2,5094,6,0,4,10,6,3,1,0,0,0,5.17,NEUTRAL,Not Valuable,No,0.0,5094.0
603,30,0,2,1,2,3,0,4,4,2,6877,5,1,2,12,4,2,0,0,0,0,7.47,NEUTRAL,Very Important,No,0.0,6877.0
604,45,0,2,1,2,2,0,6,3,2,2274,1,0,4,1,3,3,1,0,0,0,5.6,NEUTRAL,Not Valuable,No,0.0,2274.0
605,42,0,2,1,29,2,1,4,2,1,4434,1,0,4,10,3,2,9,8,7,8,5.76,NEUTRAL,Less Valuable,No,0.0,4434.0
606,38,0,1,1,12,1,1,0,1,0,6288,2,0,3,13,3,2,4,3,1,2,3.36,NEUTRAL,Not Valuable,No,0.0,6288.0
607,34,0,1,1,16,3,0,6,4,2,2553,1,0,3,6,3,3,5,2,1,3,5.73,NEUTRAL,Less Valuable,No,0.0,2553.0
608,49,1,2,2,11,3,0,7,4,1,7654,1,0,1,9,3,4,9,8,7,7,6.46,NEUTRAL,Less Valuable,Yes,9.0,8342.86
609,55,1,2,2,2,3,1,7,4,2,5160,4,0,3,12,3,2,9,7,7,3,6.55,NEUTRAL,Less Valuable,Yes,10.76,5715.215999999999
610,43,0,2,1,14,2,1,5,1,1,17159,6,0,3,22,3,3,4,1,1,0,5.2,NEUTRAL,Not Valuable,No,0.0,17159.0
611,27,0,2,1,5,3,1,5,4,0,12808,1,1,2,9,3,3,9,8,0,8,8.21,NEUTRAL,Very Important,No,0.0,12808.0
612,35,0,2,1,7,3,1,4,3,2,10221,3,0,2,17,3,4,8,5,1,6,6.34,NEUTRAL,Less Valuable,No,0.0,10221.0
613,28,0,2,2,2,2,0,7,2,1,4779,1,1,1,8,2,3,8,7,7,5,6.12,NEUTRAL,Less Valuable,No,0.0,4779.0
614,34,0,2,0,3,3,1,1,4,1,3737,0,0,3,4,1,1,3,2,0,2,5.41,NEUTRAL,Not Valuable,No,0.0,3737.0
615,26,1,1,1,5,3,0,6,3,1,2366,1,1,1,8,2,3,8,7,1,7,6.13,NEUTRAL,Less Valuable,Yes,13.1,2675.946
616,27,0,0,1,3,4,1,6,4,1,1706,1,0,3,0,6,2,0,0,0,0,5.34,NEUTRAL,Not Valuable,No,0.0,1706.0
617,51,0,2,2,26,1,0,3,3,1,16307,2,0,3,29,2,2,20,6,4,17,6.26,NEUTRAL,Less Valuable,No,0.0,16307.0
618,44,0,2,1,4,4,1,0,2,2,5933,9,0,4,10,2,2,5,2,2,3,6.12,NEUTRAL,Less Valuable,No,0.0,5933.0
619,25,0,2,1,2,1,1,6,1,2,3424,7,0,3,6,3,2,4,3,0,1,3.68,NEUTRAL,Not Valuable,No,0.0,3424.0
620,33,0,2,2,1,1,1,7,1,0,4037,1,0,1,9,5,3,9,8,0,8,3.75,NEUTRAL,Not Valuable,No,0.0,4037.0
621,35,0,2,1,27,3,0,6,1,2,2559,1,0,4,6,3,2,6,5,1,1,5.05,NEUTRAL,Not Valuable,No,0.0,2559.0
622,36,0,2,2,1,2,1,7,4,1,6201,1,1,4,18,1,2,18,14,4,11,8.34,NEUTRAL,Very Important,No,0.0,6201.0
623,32,0,2,2,13,2,1,7,4,0,4403,2,0,3,8,3,2,5,2,0,3,5.67,NEUTRAL,Not Valuable,No,0.0,4403.0
624,30,0,1,1,5,2,1,6,4,0,3761,9,0,2,10,3,2,5,4,0,3,4.61,NEUTRAL,Not Valuable,No,0.0,3761.0
625,53,0,2,2,7,1,0,7,4,1,10934,7,1,4,35,3,3,5,2,0,4,8.3,NEUTRAL,Very Important,No,0.0,10934.0
626,45,0,2,2,9,4,1,7,1,0,10761,4,1,3,18,2,3,5,4,0,2,7.36,NEUTRAL,Very Important,No,0.0,10761.0
627,32,0,2,1,8,3,0,6,3,1,5175,5,0,3,9,3,2,5,3,1,3,5.74,NEUTRAL,Less Valuable,No,0.0,5175.0
628,52,0,1,1,25,3,0,4,4,1,13826,3,0,3,31,3,3,9,8,0,0,6.42,NEUTRAL,Less Valuable,No,0.0,13826.0
629,37,0,2,2,16,4,1,7,3,0,6334,4,0,4,9,2,3,1,0,0,0,6.63,NEUTRAL,Less Valuable,No,0.0,6334.0
630,28,0,2,0,8,2,1,1,4,0,4936,1,0,4,6,6,3,5,1,0,4,6.83,NEUTRAL,Less Valuable,No,0.0,4936.0
631,22,0,2,1,1,4,1,4,4,1,4775,6,0,1,4,2,1,2,2,2,2,5.23,NEUTRAL,Not Valuable,No,0.0,4775.0
632,44,0,2,1,8,1,1,2,4,1,2818,2,1,3,10,2,2,3,2,0,2,6.66,NEUTRAL,Less Valuable,No,0.0,2818.0
633,42,0,1,1,2,2,1,6,4,2,2515,5,1,4,8,2,3,2,1,2,2,7.26,NEUTRAL,Very Important,No,0.0,2515.0
634,36,0,2,0,8,1,1,1,1,1,2342,0,0,3,6,3,3,5,4,0,3,4.02,NEUTRAL,Not Valuable,No,0.0,2342.0
635,25,0,2,2,3,3,1,7,1,1,4194,1,1,4,5,3,3,5,3,0,3,7.08,NEUTRAL,Very Important,No,0.0,4194.0
636,35,0,2,1,9,4,0,4,3,1,10685,1,1,2,17,2,3,17,14,5,15,8.67,NEUTRAL,Very Important,No,0.0,10685.0
637,35,1,1,1,25,4,0,6,2,0,2022,1,1,1,10,3,2,10,2,7,8,6.3,NEUTRAL,Less Valuable,Yes,14.94,2324.0868
638,32,0,0,1,1,4,1,2,4,0,2314,0,0,2,4,2,3,3,0,0,2,4.84,NEUTRAL,Not Valuable,No,0.0,2314.0
639,25,0,2,2,4,3,1,7,1,1,4256,1,0,1,5,1,4,5,2,0,3,4.11,NEUTRAL,Not Valuable,No,0.0,4256.0
640,49,0,2,1,1,3,0,6,1,1,3580,2,0,2,7,2,3,4,2,0,2,4.35,NEUTRAL,Not Valuable,No,0.0,3580.0
641,24,0,0,1,4,1,1,2,4,1,3162,0,0,4,6,2,2,5,2,3,4,4.38,NEUTRAL,Not Valuable,No,0.0,3162.0
642,32,0,1,2,5,2,1,7,2,1,6524,1,0,4,10,3,3,10,8,5,3,5.24,NEUTRAL,Not Valuable,No,0.0,6524.0
643,38,0,2,2,9,2,1,8,2,1,2899,0,0,4,3,3,3,2,2,1,2,5.32,NEUTRAL,Not Valuable,No,0.0,2899.0
644,42,0,2,1,3,3,0,2,4,1,5231,2,1,2,17,1,2,5,3,1,3,7.28,NEUTRAL,Very Important,No,0.0,5231.0
645,31,0,2,1,11,4,1,6,4,1,2356,3,1,2,8,2,3,6,4,0,2,7.84,NEUTRAL,Very Important,No,0.0,2356.0
646,29,1,2,2,1,2,0,8,3,0,2800,6,1,3,5,3,3,3,2,0,2,7.0,NEUTRAL,Very Important,Yes,17.15,3280.2
647,53,0,2,2,8,1,1,7,4,1,11836,5,0,3,28,3,3,2,0,2,2,6.11,NEUTRAL,Less Valuable,No,0.0,11836.0
648,35,0,2,1,25,4,1,4,2,1,10903,3,0,1,16,2,3,13,10,4,8,5.74,NEUTRAL,Less Valuable,No,0.0,10903.0
649,37,0,1,2,21,3,0,8,4,1,2973,5,0,2,10,3,3,5,4,0,0,5.2,NEUTRAL,Not Valuable,No,0.0,2973.0
650,53,0,2,1,23,4,0,5,4,2,14275,6,0,3,33,0,3,12,9,3,8,7.59,NEUTRAL,Very Important,No,0.0,14275.0
651,43,0,1,1,1,4,0,0,4,1,5562,4,0,2,12,2,2,5,2,2,2,5.52,NEUTRAL,Not Valuable,No,0.0,5562.0
652,47,0,2,2,2,3,0,7,4,1,4537,0,1,1,8,2,3,7,6,7,7,7.55,NEUTRAL,Very Important,No,0.0,4537.0
653,37,0,0,2,19,1,1,7,2,2,7642,1,1,4,10,2,3,10,0,0,9,5.76,NEUTRAL,Less Valuable,No,0.0,7642.0
654,50,0,0,1,2,1,1,3,1,0,17924,1,0,4,31,3,3,31,6,14,7,5.24,NEUTRAL,Not Valuable,No,0.0,17924.0
655,39,0,2,0,2,4,0,1,4,1,5204,8,0,3,13,2,3,5,4,0,4,6.86,NEUTRAL,Less Valuable,No,0.0,5204.0
656,33,0,2,0,3,4,1,1,2,0,2277,3,1,3,7,4,4,4,3,0,3,7.92,NEUTRAL,Very Important,No,0.0,2277.0
657,32,1,2,1,25,1,1,2,4,2,2795,1,1,3,1,2,1,1,0,0,1,6.18,NEUTRAL,Less Valuable,Yes,10.66,3092.947
658,29,0,2,1,7,1,0,2,4,0,2532,6,0,3,8,5,3,4,3,0,3,5.69,NEUTRAL,Not Valuable,No,0.0,2532.0
659,44,0,2,1,9,2,1,6,1,1,2559,1,1,4,8,0,3,8,7,7,1,6.48,NEUTRAL,Less Valuable,No,0.0,2559.0
660,28,0,2,2,5,1,1,7,4,2,4908,1,0,2,4,3,3,4,2,0,2,4.98,NEUTRAL,Not Valuable,No,0.0,4908.0
661,58,1,1,1,2,4,1,2,4,0,2380,9,1,4,3,3,2,1,0,0,0,7.75,NEUTRAL,Very Important,Yes,16.58,2774.604
662,43,0,2,1,8,1,0,4,2,0,4765,4,0,3,4,2,4,1,0,0,0,4.54,NEUTRAL,Not Valuable,No,0.0,4765.0
663,20,1,2,2,2,3,0,8,3,2,2044,1,0,4,2,3,2,2,2,0,2,5.84,NEUTRAL,Less Valuable,Yes,10.92,2267.2048
664,21,1,2,1,18,4,0,6,4,2,2693,1,0,1,1,3,2,1,0,0,0,5.36,NEUTRAL,Not Valuable,No,0.0,2693.0
665,36,0,2,1,14,3,1,0,4,1,6586,0,1,1,17,2,2,16,8,4,11,7.58,NEUTRAL,Very Important,No,0.0,6586.0
666,47,0,2,2,2,4,0,8,4,2,3294,1,1,1,3,3,2,3,2,1,2,7.22,NEUTRAL,Very Important,No,0.0,3294.0
667,22,1,2,1,3,2,0,4,3,1,4171,0,1,1,4,3,4,3,2,0,2,6.45,NEUTRAL,Less Valuable,Yes,10.76,4619.799599999999
668,41,1,2,1,2,2,0,2,4,0,2778,4,1,3,10,1,2,7,7,1,0,6.99,NEUTRAL,Less Valuable,Yes,12.18,3116.3603999999996
669,28,0,2,1,9,3,0,6,3,0,2377,5,0,2,6,2,3,2,2,2,2,5.28,NEUTRAL,Not Valuable,No,0.0,2377.0
670,39,1,2,1,6,4,1,2,1,1,2404,7,1,4,8,2,1,2,2,2,2,6.81,NEUTRAL,Less Valuable,Yes,11.06,2669.8824
671,27,0,2,1,4,2,0,6,3,2,2318,1,0,3,1,2,3,1,1,0,0,5.02,NEUTRAL,Not Valuable,No,0.0,2318.0
672,34,0,2,1,10,2,1,2,2,0,2008,1,0,2,1,3,3,1,0,1,0,4.29,NEUTRAL,Not Valuable,No,0.0,2008.0
673,42,0,2,2,14,3,0,7,3,2,6244,7,0,1,10,6,3,5,4,0,3,5.57,NEUTRAL,Not Valuable,No,0.0,6244.0
674,33,0,2,1,1,3,1,6,1,2,2799,3,1,2,6,1,3,3,2,0,2,5.83,NEUTRAL,Less Valuable,No,0.0,2799.0
675,58,0,2,1,5,3,0,0,2,0,10552,2,1,4,24,3,3,6,0,0,4,8.12,NEUTRAL,Very Important,No,0.0,10552.0
676,31,0,2,2,7,2,1,8,3,1,2329,3,0,2,13,2,4,7,7,5,2,5.4,NEUTRAL,Not Valuable,No,0.0,2329.0
677,35,0,2,1,21,4,0,0,4,1,4014,1,1,4,10,2,1,10,6,0,7,8.47,NEUTRAL,Very Important,No,0.0,4014.0
678,49,0,2,1,8,1,0,2,2,1,7403,4,0,3,29,3,2,26,9,1,7,5.14,NEUTRAL,Not Valuable,No,0.0,7403.0
679,48,0,2,1,20,4,1,6,3,1,2259,4,0,1,13,2,2,0,0,0,0,4.9,NEUTRAL,Not Valuable,No,0.0,2259.0
680,31,0,0,2,20,4,0,7,3,1,6932,1,0,4,9,2,2,9,8,0,0,5.21,NEUTRAL,Not Valuable,No,0.0,6932.0
681,36,0,2,1,7,2,1,6,4,2,4678,2,0,3,8,6,3,6,2,0,1,6.31,NEUTRAL,Less Valuable,No,0.0,4678.0
682,38,0,2,1,1,4,0,5,1,1,13582,1,0,2,15,3,3,15,12,5,11,6.12,NEUTRAL,Less Valuable,No,0.0,13582.0
683,32,0,0,1,1,3,0,2,2,1,2332,6,0,3,5,3,3,3,0,0,2,4.06,NEUTRAL,Not Valuable,No,0.0,2332.0
684,25,1,2,2,19,3,1,8,2,1,2413,1,1,3,1,2,3,1,0,0,0,6.69,NEUTRAL,Less Valuable,Yes,11.05,2679.6365
685,40,0,2,2,10,1,1,7,2,0,9705,2,0,2,11,2,2,1,0,0,0,3.82,NEUTRAL,Not Valuable,No,0.0,9705.0
686,26,0,1,2,1,3,1,7,1,2,4294,1,0,2,7,2,3,7,7,0,7,3.98,NEUTRAL,Not Valuable,No,0.0,4294.0
687,41,0,2,1,6,4,1,2,1,2,4721,2,1,3,20,3,3,18,13,2,17,8.08,NEUTRAL,Very Important,No,0.0,4721.0
688,36,0,2,1,2,3,1,2,3,2,2519,4,0,3,16,6,3,11,8,3,9,6.81,NEUTRAL,Less Valuable,No,0.0,2519.0
689,19,1,2,2,21,4,1,8,2,2,2121,1,1,2,1,3,4,1,0,0,0,7.1,NEUTRAL,Very Important,Yes,16.84,2478.1764000000003
690,20,1,2,1,4,1,1,2,1,2,2973,1,0,2,1,2,3,1,0,0,0,3.24,NEUTRAL,Not Valuable,No,0.0,2973.0
691,31,0,2,1,12,4,0,0,4,1,5855,0,1,3,10,2,1,9,7,8,5,8.37,NEUTRAL,Very Important,No,0.0,5855.0
692,40,0,1,1,9,4,1,6,2,0,3617,8,1,4,3,2,3,1,1,0,0,7.03,NEUTRAL,Very Important,No,0.0,3617.0
693,32,0,2,1,3,3,0,4,1,1,6725,1,0,3,8,2,4,8,7,6,3,5.57,NEUTRAL,Not Valuable,No,0.0,6725.0
694,36,1,2,2,3,3,1,7,4,1,10325,1,1,1,16,6,3,16,7,3,7,8.35,NEUTRAL,Very Important,Yes,20.5,12441.625
695,33,0,2,1,1,2,0,0,4,2,6949,0,0,1,6,3,3,5,0,1,4,5.23,NEUTRAL,Not Valuable,No,0.0,6949.0
696,37,1,2,2,1,1,1,7,3,1,10609,5,0,3,17,2,1,14,1,11,7,5.44,NEUTRAL,Not Valuable,No,0.0,10609.0
697,45,0,0,1,4,3,1,2,2,1,4447,1,0,2,9,5,2,9,7,0,8,4.03,NEUTRAL,Not Valuable,No,0.0,4447.0
698,29,0,1,2,20,3,0,8,4,1,2157,1,0,2,3,5,3,3,1,0,2,5.39,NEUTRAL,Not Valuable,No,0.0,2157.0
699,35,0,2,2,18,3,0,7,3,1,4601,1,0,2,5,3,3,5,2,1,0,5.4,NEUTRAL,Not Valuable,No,0.0,4601.0
700,52,0,2,1,1,4,1,3,4,1,17099,2,0,2,26,2,2,9,8,7,8,7.29,NEUTRAL,Very Important,No,0.0,17099.0
701,58,1,2,1,2,4,1,6,3,2,2479,4,0,1,7,4,3,1,0,0,0,5.4,NEUTRAL,Not Valuable,No,0.0,2479.0
702,53,0,2,2,2,3,1,3,3,0,14852,6,0,3,22,3,4,17,13,15,2,7.6,NEUTRAL,Very Important,No,0.0,14852.0
703,30,0,2,2,8,3,1,7,3,0,7264,5,0,1,10,2,4,8,4,7,7,5.85,NEUTRAL,Less Valuable,No,0.0,7264.0
704,38,0,0,2,10,3,0,7,4,2,5666,1,1,2,6,1,3,5,3,1,3,6.19,NEUTRAL,Less Valuable,No,0.0,5666.0
705,35,0,2,2,3,4,1,7,4,0,7823,6,0,2,12,2,3,10,9,0,8,6.71,NEUTRAL,Less Valuable,No,0.0,7823.0
706,39,0,2,2,2,1,1,7,3,2,7880,0,0,4,9,3,3,8,7,0,7,5.82,NEUTRAL,Less Valuable,No,0.0,7880.0
707,40,1,0,2,24,2,0,7,2,2,13194,4,1,4,22,2,2,1,0,0,0,5.87,NEUTRAL,Less Valuable,Yes,6.5,14051.609999999999
708,47,0,1,1,16,3,1,4,3,0,5067,1,1,3,20,3,4,19,10,2,7,7.87,NEUTRAL,Very Important,No,0.0,5067.0
709,36,0,0,2,8,1,1,7,4,0,5079,4,0,4,12,3,3,7,7,0,7,4.96,NEUTRAL,Not Valuable,No,0.0,5079.0
710,31,1,0,1,9,3,1,6,1,2,2321,0,1,1,4,0,3,3,2,1,2,4.01,NEUTRAL,Not Valuable,No,0.0,2321.0
711,33,0,0,2,17,4,1,3,3,2,17444,1,0,4,10,2,3,10,8,6,0,6.21,NEUTRAL,Less Valuable,No,0.0,17444.0
712,29,1,2,1,10,4,0,6,1,2,2404,6,1,3,3,5,3,0,0,0,0,7.09,NEUTRAL,Very Important,Yes,17.56,2826.1423999999997
713,33,0,2,1,13,2,0,6,4,2,3452,3,0,1,5,4,3,3,2,0,2,5.07,NEUTRAL,Not Valuable,No,0.0,3452.0
714,45,0,2,1,1,4,0,2,4,0,2270,3,0,4,8,2,3,5,3,0,2,7.04,NEUTRAL,Very Important,No,0.0,2270.0
715,50,0,2,1,1,4,1,5,4,0,17399,9,0,3,32,1,2,5,4,1,3,7.19,NEUTRAL,Very Important,No,0.0,17399.0
716,33,0,1,1,1,3,0,0,2,1,5488,1,1,1,6,2,3,6,5,1,2,5.55,NEUTRAL,Not Valuable,No,0.0,5488.0
717,41,0,1,1,9,1,1,5,3,0,19419,2,0,2,21,2,4,18,16,0,11,5.36,NEUTRAL,Not Valuable,No,0.0,19419.0
718,27,0,2,1,16,3,0,2,2,1,2811,9,0,2,4,2,3,2,2,2,2,4.8,NEUTRAL,Not Valuable,No,0.0,2811.0
719,45,0,0,1,23,4,1,2,1,1,3633,1,1,3,9,2,3,9,8,0,8,5.98,NEUTRAL,Less Valuable,No,0.0,3633.0
720,47,0,2,2,4,4,0,7,4,2,4163,1,1,3,9,0,3,9,0,0,7,8.32,NEUTRAL,Very Important,No,0.0,4163.0
721,30,1,2,1,22,1,0,6,3,1,2132,4,1,2,7,2,3,5,2,0,1,5.97,NEUTRAL,Less Valuable,Yes,12.33,2394.8756
722,50,0,2,1,24,4,1,4,3,1,13973,3,1,4,22,2,3,12,11,1,5,9.14,NEUTRAL,Very Important,No,0.0,13973.0
723,38,0,1,1,10,3,1,6,3,1,2684,0,0,2,3,0,2,2,1,0,2,3.98,NEUTRAL,Not Valuable,No,0.0,2684.0
724,46,0,2,1,7,4,1,4,3,0,10845,6,0,2,13,3,3,8,7,0,7,6.46,NEUTRAL,Less Valuable,No,0.0,10845.0
725,24,0,2,1,17,4,0,4,3,0,4377,1,0,2,5,6,3,4,2,3,2,6.39,NEUTRAL,Less Valuable,No,0.0,4377.0
726,35,1,2,1,14,3,1,2,2,0,3743,1,1,4,5,2,1,4,2,0,2,6.76,NEUTRAL,Less Valuable,Yes,10.7,4143.501
727,31,0,1,1,1,3,0,4,1,1,4148,1,0,3,4,1,3,4,3,0,3,4.05,NEUTRAL,Not Valuable,No,0.0,4148.0
728,18,0,0,1,5,2,1,6,4,2,1051,1,0,4,0,2,3,0,0,0,0,4.61,NEUTRAL,Not Valuable,No,0.0,1051.0
729,54,0,2,1,17,3,0,4,3,1,10739,8,0,3,22,2,3,10,7,0,8,6.5,NEUTRAL,Less Valuable,No,0.0,10739.0
